ARGgene	lncRNA	cor	pvalue
PARP1	LOXL1-AS1	0.348544596255654	1.51663714275448e-05
PPP1R15A	LOXL1-AS1	0.33849318026735	2.74747110054988e-05
RAB33B	LOXL1-AS1	0.313102155807546	0.000112784418989962
SIRT1	LOXL1-AS1	0.320928670368912	7.39546583358227e-05
ST13	LOXL1-AS1	0.315212061195553	0.00010077102250124
TP53	LOXL1-AS1	0.336229250878102	3.13212739329227e-05
ATF4	ZNF667-AS1	0.353271653747663	1.13876754934362e-05
ATG4B	ZNF667-AS1	0.518494715397899	1.73422121894418e-11
ATG4D	ZNF667-AS1	0.406074843471621	3.34347162988129e-07
ATG7	ZNF667-AS1	0.516921585558267	2.04375153662811e-11
BAX	ZNF667-AS1	0.331118659528433	4.19448235860424e-05
BCL2	ZNF667-AS1	0.606402600403511	3.96766328711157e-16
BNIP3L	ZNF667-AS1	0.357212455676441	8.93624069002136e-06
CAMKK2	ZNF667-AS1	0.320031408121569	7.7666718993716e-05
CAPN10	ZNF667-AS1	0.332802098856342	3.81192583396867e-05
CASP3	ZNF667-AS1	0.34868101925807	1.50424323409407e-05
CDKN1B	ZNF667-AS1	0.472237020917641	1.55525847948278e-09
CDKN2A	ZNF667-AS1	0.422694614404455	9.64535818957804e-08
CXCR4	ZNF667-AS1	0.570416547312406	4.62821496211566e-14
DRAM1	ZNF667-AS1	0.475880323413016	1.11777849860579e-09
EEF2	ZNF667-AS1	0.351465297746532	1.27123449758695e-05
ERBB2	ZNF667-AS1	0.334722186595591	3.41567022185908e-05
FAS	ZNF667-AS1	0.529980998288581	5.09434323474933e-12
GABARAP	ZNF667-AS1	0.384253210461537	1.54888174150275e-06
HDAC6	ZNF667-AS1	0.38001557212603	2.06000177152854e-06
IKBKB	ZNF667-AS1	0.350738190496912	1.32855716999683e-05
IKBKE	ZNF667-AS1	0.470018569271071	1.89814378428938e-09
MAP1LC3A	ZNF667-AS1	0.657701640321116	1.43630107231453e-19
MAPK8	ZNF667-AS1	0.448512269710215	1.21871498855009e-08
MAPK8IP1	ZNF667-AS1	0.391081916791185	9.69980774345696e-07
MTMR14	ZNF667-AS1	0.484522836559404	5.02657469318955e-10
NKX2-3	ZNF667-AS1	0.599019579337292	1.1060258223299e-15
PARP1	ZNF667-AS1	0.45020690328982	1.05748851414968e-08
PIK3C3	ZNF667-AS1	0.431773485655037	4.75208373252041e-08
PRKAB1	ZNF667-AS1	0.52562443788059	8.15130302407038e-12
RAC1	ZNF667-AS1	0.426585201972371	7.13965385102944e-08
RAF1	ZNF667-AS1	0.379253339906389	2.1675093638231e-06
SIRT1	ZNF667-AS1	0.338524496438248	2.74247613890206e-05
SQSTM1	ZNF667-AS1	0.560325143204962	1.58844010667111e-13
STK11	ZNF667-AS1	0.320965786650667	7.38047406442846e-05
TP53	ZNF667-AS1	0.50298983378808	8.44140501343931e-11
TP73	ZNF667-AS1	0.656859192038402	1.65644606150304e-19
TSC2	ZNF667-AS1	0.725051073179825	2.96091732729717e-25
UVRAG	ZNF667-AS1	0.320705110510984	7.48636918696048e-05
ARNT	AC108010.1	0.411450185872401	2.2530130410741e-07
ATF6	AC108010.1	0.402875664641615	4.21513571358771e-07
ATG2B	AC108010.1	0.58959510008239	3.94234467243049e-15
BAX	AC108010.1	-0.303446416732567	0.000186842420450243
BECN1	AC108010.1	0.425590905630184	7.71295873054685e-08
BIRC6	AC108010.1	0.689265380857206	4.84462615731804e-22
BNIP1	AC108010.1	-0.31605916491589	9.62929811918115e-05
CAMKK2	AC108010.1	0.324530346909978	6.06614419989845e-05
CAPNS1	AC108010.1	-0.305474762853203	0.000168286048196107
CD46	AC108010.1	0.356554226998544	9.30759163677837e-06
EDEM1	AC108010.1	0.45922895702434	4.90304784474412e-09
EEF2K	AC108010.1	0.372751747046634	3.32780144611301e-06
EIF2AK2	AC108010.1	0.33754262078302	2.90322326076222e-05
EIF2AK3	AC108010.1	0.513165749192611	3.01469660780623e-11
EIF4G1	AC108010.1	0.368075092488529	4.50424126820149e-06
ERN1	AC108010.1	0.546945731269242	7.65118547985883e-13
FOXO1	AC108010.1	0.350908945102118	1.31488027347118e-05
FOXO3	AC108010.1	0.452314103249378	8.85473715928754e-09
HGS	AC108010.1	0.302152275872616	0.000199658204450008
ITPR1	AC108010.1	0.311233687428823	0.000124526366563295
KIF5B	AC108010.1	0.514014169524885	2.76241730082975e-11
KLHL24	AC108010.1	0.379614121411814	2.11597552269736e-06
MAPK1	AC108010.1	0.364745285096228	5.57162078049445e-06
MAPK8	AC108010.1	0.310322090617845	0.000130660110428973
MLST8	AC108010.1	-0.300650304104916	0.000215555032091363
MTOR	AC108010.1	0.416102109472762	1.59207330369446e-07
NAF1	AC108010.1	0.379281029032065	2.16351238481903e-06
NBR1	AC108010.1	0.505105537278652	6.83365260620159e-11
NCKAP1	AC108010.1	0.614576606610239	1.2358161314809e-16
NFE2L2	AC108010.1	0.497012664518327	1.52155083183784e-10
NFKB1	AC108010.1	0.387846816946397	1.21234207385227e-06
PEX14	AC108010.1	-0.31992051930165	7.81373917619622e-05
PIK3C3	AC108010.1	0.357022094691235	9.0421705652572e-06
PIK3R4	AC108010.1	0.520004768120298	1.48011716827082e-11
PRKAR1A	AC108010.1	0.499799215110454	1.1577495097254e-10
PRKCD	AC108010.1	0.329823845680894	4.51294222883587e-05
RAB33B	AC108010.1	0.319991460906544	7.78359703002452e-05
RAB5A	AC108010.1	0.410376513781924	2.43919264288517e-07
RAF1	AC108010.1	0.460975865336561	4.21410040758565e-09
RB1	AC108010.1	0.328702562633555	4.80691842796349e-05
RB1CC1	AC108010.1	0.509003662103367	4.61241280697525e-11
RPS6KB1	AC108010.1	0.394300436660778	7.75122068508388e-07
SIRT1	AC108010.1	0.497646602731888	1.43015316255015e-10
TP63	AC108010.1	0.307209538741672	0.000153791787159264
TSC1	AC108010.1	0.448214706787328	1.24936282820335e-08
ULK2	AC108010.1	0.458384513352718	5.27378551164407e-09
USP10	AC108010.1	0.410984095310335	2.33210237371492e-07
UVRAG	AC108010.1	0.348588607292825	1.51262829046726e-05
WDFY3	AC108010.1	0.658214980338401	1.31646900994915e-19
ATG16L2	AL451060.1	0.491128906688463	2.68768610313446e-10
TM9SF1	AL451060.1	-0.301980451418513	0.00020141993579564
ATG16L2	LINC01004	0.622231753819049	4.01815749640505e-17
CAPN10	LINC01004	0.352096303952385	1.22338858185202e-05
GABARAPL2	LINC01004	0.335440314533677	3.27767750495914e-05
RAB24	LINC01004	0.434993861468285	3.67831559537003e-08
ULK3	LINC01004	0.484909202465036	4.84762416970259e-10
ATG10	AL355574.1	0.307430916449493	0.000152028200225171
ATG12	AL355574.1	0.423947435052689	8.75849666461204e-08
ATG5	AL355574.1	0.30090418097087	0.000212787947240704
BID	AL355574.1	0.408705293393056	2.75854736992921e-07
BIRC5	AL355574.1	0.412827007692471	2.0340832272159e-07
CASP3	AL355574.1	0.374669648632385	2.93527555579537e-06
HDAC1	AL355574.1	0.350429050632734	1.35366058573381e-05
NAF1	AL355574.1	0.335937786784768	3.18517662429747e-05
PEX3	AL355574.1	0.370549723118736	3.83984190550476e-06
RHEB	AL355574.1	0.336435216147409	3.09514193768422e-05
ST13	AL355574.1	0.34184639971445	2.25854791334864e-05
TSC1	AL355574.1	0.375777971138333	2.72891830962125e-06
ATG9B	LINC01527	0.391648188168746	9.32614549345366e-07
RAB11A	LINC01527	0.358181973172427	8.41469637422212e-06
SQSTM1	LINC01527	-0.30697184093172	0.000155706590200268
ATF4	AL390719.2	0.486586799594541	4.13946627010905e-10
ATG16L2	AL390719.2	0.476168254342058	1.08879785902041e-09
ATG3	AL390719.2	0.32442197775477	6.10264030394938e-05
ATG4B	AL390719.2	0.521927604827132	1.20833332421669e-11
ATG4D	AL390719.2	0.519876587630865	1.50020304111459e-11
BAG1	AL390719.2	0.307925474080638	0.000148156180235686
BAX	AL390719.2	0.409167637078566	2.66640973715114e-07
CAPN10	AL390719.2	0.583951570082683	8.27588375139688e-15
CLN3	AL390719.2	0.365549692565677	5.29375240384695e-06
DAPK2	AL390719.2	0.365029869415923	5.47177339930243e-06
HIF1A	AL390719.2	-0.341441474522492	2.31290717456551e-05
IKBKB	AL390719.2	0.372059737104111	3.48128619451978e-06
IKBKE	AL390719.2	0.345421890864752	1.82810781370746e-05
ITGA3	AL390719.2	-0.320893888339013	7.40954062974176e-05
ITGA6	AL390719.2	-0.32246365348541	6.79866439931654e-05
ITGB1	AL390719.2	-0.430154256135007	5.39981039789887e-08
MAP2K7	AL390719.2	0.325277837457962	5.81992306139959e-05
MLST8	AL390719.2	0.353936827839985	1.0933592419247e-05
NKX2-3	AL390719.2	0.335169485630581	3.32909165665794e-05
PRKAB1	AL390719.2	0.335265742998244	3.31073193796419e-05
RAB24	AL390719.2	0.542270851816619	1.30386224829129e-12
RAC1	AL390719.2	0.305967652349591	0.000164043607399892
STK11	AL390719.2	0.40214246428887	4.44347828514709e-07
ULK3	AL390719.2	0.560461414586615	1.56264011199411e-13
WDR45	AL390719.2	0.350861229502155	1.31868869823162e-05
AMBRA1	AC115618.2	0.411269657302183	2.28333715229631e-07
ARSB	AC115618.2	0.363833762874655	5.90317633086312e-06
ATG4C	AC115618.2	0.301210795240526	0.000209490073186786
BCL2	AC115618.2	0.440663191441758	2.32806244437561e-08
BECN1	AC115618.2	0.309941401254011	0.000133304056974707
CAMKK2	AC115618.2	0.391599852657915	9.35749718508876e-07
CDKN1B	AC115618.2	0.345509651827452	1.81858564751302e-05
CXCR4	AC115618.2	0.433991153823345	3.98480956250831e-08
DRAM1	AC115618.2	0.47011190090371	1.88235404014372e-09
EEF2	AC115618.2	0.321166744282872	7.29979721912916e-05
EEF2K	AC115618.2	0.351819275368704	1.24418093745627e-05
EIF2AK3	AC115618.2	0.310727846659152	0.000127895959993086
FAS	AC115618.2	0.397433989556372	6.21663210226757e-07
HDAC6	AC115618.2	0.51624426398556	2.19292936677582e-11
MAPK8	AC115618.2	0.460904470099379	4.24033095609875e-09
MBTPS2	AC115618.2	0.427026592720734	6.89845245791474e-08
MTMR14	AC115618.2	0.333239939502625	3.71793954537025e-05
NFKB1	AC115618.2	0.330019097713858	4.46350897841625e-05
PARP1	AC115618.2	0.309398242190526	0.000137162834077273
PIK3C3	AC115618.2	0.426994705642819	6.91561233912067e-08
RAF1	AC115618.2	0.389358076806851	1.09270988450827e-06
SIRT1	AC115618.2	0.447500895262327	1.32593313416609e-08
TP53	AC115618.2	0.304992407424985	0.000172536508382989
TP73	AC115618.2	0.445887709972654	1.51595061912749e-08
TSC2	AC115618.2	0.467878056767903	2.29737847962333e-09
UVRAG	AC115618.2	0.375138855997203	2.84616827182187e-06
ARSB	AC134312.5	0.331733423544252	4.05078236626312e-05
FOXO1	AC134312.5	0.305440863668243	0.000168581549791507
SERPINA1	AC134312.5	0.365131809925873	5.43642137999906e-06
SPHK1	AC134312.5	0.310249949662238	0.000131157354514422
ATF4	MINCR	0.374648485591825	2.93935641149173e-06
ATG4B	MINCR	0.31020048075588	0.000131499346808525
BAG1	MINCR	0.318955757358519	8.23464561877732e-05
BAX	MINCR	0.348816554709683	1.49202463329857e-05
BECN1	MINCR	-0.331656695516507	4.06846150107596e-05
BIRC5	MINCR	0.327165926350802	5.23905593652849e-05
BNIP1	MINCR	0.402176037530719	4.43276943623345e-07
CALCOCO2	MINCR	-0.31683573111832	9.23518315984e-05
CLN3	MINCR	0.705337072988711	2.00223901380463e-23
CTSD	MINCR	0.322459528108279	6.80020611236032e-05
DDIT3	MINCR	0.425815921005819	7.57947751259218e-08
EIF4EBP1	MINCR	0.331132449913512	4.19120706027912e-05
FOXO3	MINCR	-0.302390887639652	0.000197235449303341
HIF1A	MINCR	-0.323464553917831	6.43413434125991e-05
MAP2K7	MINCR	0.301763143585295	0.000203668708964046
PELP1	MINCR	0.565611184520775	8.36956648810145e-14
RAB1A	MINCR	-0.310494199288886	0.000129480912292848
RB1	MINCR	-0.313838577422039	0.000108447181502228
SAR1A	MINCR	0.332004364750635	3.98892942794698e-05
ATG3	AC068473.5	0.321167257595415	7.29959220461696e-05
ATG4D	AC068473.5	0.35286874610111	1.1671323808008e-05
CDKN1B	AC068473.5	0.345362660245913	1.83456094822779e-05
EIF2AK3	AC068473.5	0.33992548251288	2.52755944075569e-05
GABARAPL1	AC068473.5	0.350041436975228	1.38576926165978e-05
GABARAPL2	AC068473.5	0.34017712020694	2.49067750305128e-05
IKBKB	AC068473.5	0.338263477567212	2.78437142737462e-05
ITGA3	AC068473.5	-0.396090172097186	6.83542821591848e-07
ITGB4	AC068473.5	-0.380629961768123	1.97705529066189e-06
KLHL24	AC068473.5	0.629816820530194	1.27991335490752e-17
MAPK8IP1	AC068473.5	0.304182955059365	0.000179894526382551
NFE2L2	AC068473.5	0.500580716743618	1.07186497682555e-10
PIK3C3	AC068473.5	0.336626714313841	3.06112312937776e-05
RAB33B	AC068473.5	0.32570467170722	5.68355862643942e-05
SIRT1	AC068473.5	0.359385600810901	7.8072266818703e-06
ULK2	AC068473.5	0.30423025039993	0.000179456699305729
ULK3	AC068473.5	0.301678967711496	0.000204546042732923
NBR1	H19	0.310170168002635	0.000131709317972649
ATF4	LINC00526	0.314762690307508	0.000103224770734266
ATG10	LINC00526	0.481125601639324	6.9001486817543e-10
ATG12	LINC00526	0.402387485515809	4.36588798570652e-07
ATG3	LINC00526	0.399168135893166	5.49674764586395e-07
ATG4C	LINC00526	0.356449815424687	9.36782127721301e-06
ATG5	LINC00526	0.457478023717905	5.70176374036386e-09
BID	LINC00526	0.417035836534993	1.48394946927968e-07
BIRC5	LINC00526	0.464379415892907	3.12978457899064e-09
BNIP1	LINC00526	0.35288316229526	1.1661060667635e-05
BNIP3L	LINC00526	0.319133692226798	8.15545521120518e-05
CASP3	LINC00526	0.365969234594851	5.15409016341554e-06
CD46	LINC00526	0.32249510767182	6.78692027145573e-05
CDKN1B	LINC00526	0.327930978231189	5.0195446940166e-05
GABARAPL2	LINC00526	0.452298551062294	8.86638585879584e-09
MAP1LC3A	LINC00526	0.337371761089645	2.9320852031895e-05
MAPK8	LINC00526	0.314837381288137	0.00010281309814045
NKX2-3	LINC00526	0.349546250079988	1.42783534866288e-05
PRKAB1	LINC00526	0.461898811951281	3.88876501935686e-09
RAB33B	LINC00526	0.361306132865906	6.92307434851254e-06
RAC1	LINC00526	0.412059320025988	2.15351034154023e-07
RHEB	LINC00526	0.438937387372864	2.67825549820043e-08
ST13	LINC00526	0.361107802530507	7.00978983441728e-06
WIPI2	LINC00526	0.347360857715624	1.62829770455091e-05
CLN3	AC007785.1	0.31902669896234	8.20298704448548e-05
DAPK2	AC007785.1	0.379885196937575	2.0780236592716e-06
LAMP1	AC007785.1	0.42007856674066	1.17826081346714e-07
ATG16L2	AC005261.1	0.388856062361998	1.13114416481083e-06
ATG9B	AC005261.1	0.331962630945586	3.99839866268229e-05
BAX	AC005261.1	0.377126078030242	2.49646550724155e-06
CANX	AC005261.1	-0.305739796133058	0.00016599230101996
HSPA8	AC005261.1	-0.300514384367855	0.000217050170270106
ITGA3	AC005261.1	-0.352660541361203	1.18205030699673e-05
ITGA6	AC005261.1	-0.317247958732052	9.03215003632358e-05
ITGB1	AC005261.1	-0.343271228560547	2.07668470251047e-05
RAB24	AC005261.1	0.407813068396759	2.94502488532666e-07
ULK3	AC005261.1	0.367725192248502	4.60654547332514e-06
WDR45	AC005261.1	0.411985487885481	2.16534321917918e-07
EIF2S1	AC064807.1	0.381482514663934	1.86720031496497e-06
MLST8	AC064807.1	0.322781531286027	6.68084818776102e-05
MYC	AC064807.1	0.331818564499397	4.03124923160907e-05
RB1CC1	AC064807.1	0.367948327736712	4.54105351429937e-06
RHEB	AC064807.1	0.303379787690741	0.000187483101623939
ULK2	AC064807.1	0.31401026682494	0.000107458633711982
ATF4	AP000251.1	0.41850664989543	1.32775523532905e-07
ATG10	AP000251.1	0.448546954615503	1.21518997695046e-08
ATG3	AP000251.1	0.396475217988252	6.65236614757519e-07
ATG4B	AP000251.1	0.385777448187012	1.39651387922672e-06
ATG4D	AP000251.1	0.376688636456131	2.56974936457129e-06
BAX	AP000251.1	0.449536869993204	1.11861864166344e-08
BCL2	AP000251.1	0.358165624285337	8.42324739581993e-06
BID	AP000251.1	0.463609206623763	3.3486797058841e-09
BIRC5	AP000251.1	0.490089164988498	2.96863883166301e-10
BNIP1	AP000251.1	0.409166168392761	2.66669771066894e-07
CAPN10	AP000251.1	0.309180871125802	0.000138736082580975
CASP3	AP000251.1	0.347479750733076	1.61674183892334e-05
CASP4	AP000251.1	-0.312396187849408	0.000117093830562034
CDKN1B	AP000251.1	0.33757962350941	2.89700799450382e-05
CDKN2A	AP000251.1	0.504855932000518	7.00666681428899e-11
CHMP4B	AP000251.1	0.391855608089729	9.19273997977154e-07
CLN3	AP000251.1	0.324640293376683	6.02932595483793e-05
DDIT3	AP000251.1	0.313377865894311	0.000111141973054042
EIF4EBP1	AP000251.1	0.309022764578731	0.000139890946097293
GAPDH	AP000251.1	0.33029334064014	4.39493472992552e-05
IKBKE	AP000251.1	0.374166303733573	3.03380782278562e-06
MLST8	AP000251.1	0.394688027915914	7.54348374195671e-07
NKX2-3	AP000251.1	0.39404199482233	7.89275551797087e-07
PARP1	AP000251.1	0.35843578512223	8.28299271008529e-06
PELP1	AP000251.1	0.437038370884216	3.12195989930869e-08
PINK1	AP000251.1	-0.405273773738466	3.54396843500683e-07
PRKAB1	AP000251.1	0.305432849957137	0.000168651476430306
RAC1	AP000251.1	0.429360549260534	5.747443400335e-08
RHEB	AP000251.1	0.310008873781177	0.000132831842174742
STK11	AP000251.1	0.304136547073008	0.000180325104843104
TP73	AP000251.1	0.306000055348615	0.000163768223624412
WDR45	AP000251.1	0.315903548641982	9.71014162092747e-05
ZFYVE1	AP000251.1	-0.377899852683692	2.3716726563464e-06
ATG10	AC100810.1	0.439671378715516	2.52354168454589e-08
ATG4B	AC100810.1	0.318283385268356	8.54042643768572e-05
ATG4D	AC100810.1	0.343977464829344	1.99174320023149e-05
BAK1	AC100810.1	-0.355585269372669	9.88088309892736e-06
BAX	AC100810.1	0.321422851871138	7.19817581754318e-05
BCL2	AC100810.1	0.326481947891055	5.4428959981264e-05
BNIP1	AC100810.1	0.305967038020976	0.000164048832564215
BNIP3L	AC100810.1	0.370448959107374	3.86497496288097e-06
CAPNS1	AC100810.1	0.368935231027952	4.26183041214211e-06
CASP4	AC100810.1	-0.325408682937149	5.77779822330618e-05
CDKN1A	AC100810.1	-0.307130815591664	0.000154423508235804
EIF2AK2	AC100810.1	-0.404370033702019	3.78394185897409e-07
GAA	AC100810.1	0.365659903438058	5.2567207999907e-06
GABARAP	AC100810.1	0.394812423775776	7.47794405453594e-07
GABARAPL1	AC100810.1	0.306968912104337	0.000155730321601558
GABARAPL2	AC100810.1	0.301235248336855	0.000209229117041388
IKBKB	AC100810.1	0.319419526303305	8.02973353230235e-05
ITGA3	AC100810.1	-0.351565054528095	1.26355467043984e-05
ITGA6	AC100810.1	-0.410441550960305	2.42750856763608e-07
ITGB4	AC100810.1	-0.314773124193723	0.000103167170156688
MAP1LC3A	AC100810.1	0.434860725977521	3.71766771938623e-08
MAPK8IP1	AC100810.1	0.375808089826906	2.7235075993982e-06
NKX2-3	AC100810.1	0.345254237447274	1.84642920281209e-05
PRKAB1	AC100810.1	0.369728376198139	4.04930723109345e-06
SQSTM1	AC100810.1	0.393127704722553	8.41349466173644e-07
WDR45	AC100810.1	0.354206096987593	1.07546846812859e-05
ATG4C	AP001033.1	0.327171348914709	5.23746888118977e-05
ATIC	AP001033.1	0.317579474066074	8.87190490604049e-05
FKBP1B	AP001033.1	0.319793075635856	7.8681627792143e-05
MAPK8	AP001033.1	0.308831436715494	0.000141300450634676
PRKAB1	AP001033.1	0.381521203125307	1.86235543838245e-06
RAC1	AP001033.1	0.462343112496148	3.74091110239558e-09
RHEB	AP001033.1	0.30918711608026	0.000138690650285205
ATG16L2	AC108860.2	0.344040530468552	1.9843194646126e-05
ATG3	AC108860.2	0.460852334484666	4.25958479066981e-09
ATG4D	AC108860.2	0.31945562954572	8.01398341612718e-05
CD46	AC108860.2	0.365488259043057	5.31450163140202e-06
CDKN1B	AC108860.2	0.426103188049899	7.4122827943529e-08
CDKN2A	AC108860.2	0.335140811000016	3.33457940718834e-05
EIF2AK3	AC108860.2	0.366151742368687	5.09443089547344e-06
GABARAPL2	AC108860.2	0.311942817677138	0.000119941826657021
ITGA3	AC108860.2	-0.32012519400614	7.72707122324744e-05
KLHL24	AC108860.2	0.504090360896443	7.56417160835801e-11
NFE2L2	AC108860.2	0.502830792897744	8.57604905019847e-11
PIK3R4	AC108860.2	0.357005145049302	9.0516598486649e-06
RAB33B	AC108860.2	0.368190506362589	4.47097148761543e-06
RAB5A	AC108860.2	0.31036409298965	0.000130371412053745
RAF1	AC108860.2	0.343174284489165	2.08860743671662e-05
RB1CC1	AC108860.2	0.400500292379774	4.99850361134125e-07
SIRT1	AC108860.2	0.445551201013202	1.55876217918739e-08
USP10	AC108860.2	0.343695132385092	2.02529980254043e-05
FKBP1A	MIR503HG	0.361388384031259	6.88741056320057e-06
IL24	MIR503HG	0.406655074552319	3.20506392628694e-07
SPHK1	MIR503HG	0.329996348982004	4.46924215860872e-05
ATF4	SNHG20	0.476369525024775	1.06897159708447e-09
ATG16L2	SNHG20	0.380979777996411	1.93125666626872e-06
ATG3	SNHG20	0.366072753705373	5.12017043286035e-06
ATG4B	SNHG20	0.458102131977833	5.40367413582494e-09
ATG4D	SNHG20	0.384810614612106	1.49141374348006e-06
BAG1	SNHG20	0.309261144585291	0.000138153145437234
BAX	SNHG20	0.462260264471325	3.76806408616799e-09
CAPN10	SNHG20	0.491226345221446	2.66271479346934e-10
CDKN1B	SNHG20	0.310119120922932	0.000132063618865853
DAPK2	SNHG20	0.302400577689575	0.000197137640946622
DDIT3	SNHG20	0.368349622886185	4.42548558009663e-06
HDAC6	SNHG20	0.36238028347546	6.47079463424191e-06
IKBKB	SNHG20	0.319310081726372	8.07765607057318e-05
ITGA3	SNHG20	-0.326284487594948	5.50311227534755e-05
ITGA6	SNHG20	-0.326317438248162	5.4930206251429e-05
ITGB1	SNHG20	-0.334672730570859	3.42537171877584e-05
MAP2K7	SNHG20	0.419233755593945	1.25647788340839e-07
MLST8	SNHG20	0.375517359239317	2.77616445498783e-06
NAF1	SNHG20	0.323413664940672	6.45221753625501e-05
PRKAB1	SNHG20	0.301612907427014	0.000205237023346826
RAB24	SNHG20	0.319076675808464	8.18075263951131e-05
STK11	SNHG20	0.391321913408976	9.53973367207968e-07
ULK3	SNHG20	0.373353692247578	3.19953595827282e-06
WDR45	SNHG20	0.397598491334767	6.14466137660313e-07
ITGA3	AL365203.2	0.309877500273807	0.000133752718546007
ITGB1	AL365203.2	0.346468039401111	1.71759792183483e-05
SERPINA1	AL365203.2	0.304000033632483	0.000181597256974089
GABARAPL2	MIR22HG	0.346456563038307	1.71877529960165e-05
MAP1LC3B	MIR22HG	0.436067801550877	3.37517448128703e-08
PARP1	MIR22HG	-0.35535143179955	1.00241504506002e-05
TNFSF10	MIR22HG	0.313839723895046	0.000108440552308919
ULK2	MIR22HG	0.329603566358032	4.56932844172971e-05
WIPI1	MIR22HG	0.304468055688916	0.000177270250894376
ATG9B	AC036176.3	0.359300517654938	7.84876738967319e-06
